Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
1.png,Amritmahal,1183.9778909989122,17.59166280685499,5592321.000001902,8.247232926017181,0.02009366833805086,0.1417521369787802,0.8546614060344767,1427.9157728315338,20.17205034410023,5592321.000000665,8.35904781917211,0.01744660651110287,0.13208560296679903,0.8246375469960119,622.301150102285,11.428157356314562,5592321.000000524,7.876171183577581,0.024093841149890438,0.15522190937458036,0.9236733747480884,1274.7810000619759,18.623829747659133,5592321.000000715,8.307432515969023,0.019380503138056702,0.13921387552272474,0.8434448693755279
10.png,Amritmahal,734.5477072718858,11.74900416859643,5592321.000001171,6.876980806440169,0.03848634706496127,0.19617937471855004,0.8276711631653472,977.5212195424343,14.506401512802986,5592320.999999799,7.006619280497912,0.03299340151984604,0.18164085861899584,0.7690770892865338,678.6696323392613,11.491846983693897,5592320.999999833,6.892711019624387,0.036769984937914786,0.1917550128103951,0.8390655863465378,998.8463636927191,14.994760989522003,5592320.999999774,7.035479391668746,0.03189088145101978,0.17858018213402008,0.7640440454307262
100.png,Amritmahal,271.8675312644751,4.674231897483545,5592321.000000822,4.450267600833675,0.24689626413854907,0.4968865706965213,0.9473155215301592,385.27884555768827,5.806590613181224,5592321.000000407,4.548407136397058,0.24167501133532868,0.491604527374727,0.9253574245182397,135.0649141298278,3.113553227106425,5592321.000000413,4.299094848738219,0.2483655764361873,0.49836289632775366,0.9738328581793158,325.8558497116984,5.421011842023663,5592321.000000359,4.550486781260257,0.2417858927997291,0.4917172895066118,0.9368698278176385
11.png,Amritmahal,1030.108151922182,15.468781843446237,5592321.000001644,8.485919743708484,0.012070224663326691,0.10986457419626534,0.8837453810216398,1218.4106423212736,17.481198462396573,5592321.0000005765,8.599702013185889,0.010853234215766219,0.10417885685572778,0.862393830097885,578.9490668981249,10.23073346146676,5592321.00000052,8.112552617878956,0.014447821164225019,0.12019908969798822,0.9344744890161013,1127.6545198090232,16.57134664269297,5592321.000000531,8.55265966473076,0.011032885956122587,0.10503754545933842,0.8726432297803185
12.png,Amritmahal,470.8182800679343,13.430415315732342,4493679.000000751,8.404356638300888,0.005631773993267383,0.07504514636715277,0.8844036572922307,651.1178002356028,16.46958893917774,4493678.9999995725,8.627335831414888,0.004188928544947633,0.06472193248774046,0.8395735941208677,402.41673383346443,12.40755781511558,4493678.999999667,8.412242535378581,0.005067646434815656,0.0711874036246277,0.9007240541756497,611.5326585653143,15.87068324136646,4493678.99999959,8.603482766224577,0.004290366705074859,0.06550089087237561,0.8493278105895363
13.png,Amritmahal,413.97270341207565,12.612320518758375,4607921.000000708,8.32490326671196,0.01011548291839421,0.10057575711071834,0.8689905780159443,566.8416051832055,15.477943455886654,4607920.999999597,8.491301333944488,0.00800327304743445,0.08946101412031081,0.8203854536719236,316.2627720255373,10.738436976873764,4607920.999999655,8.173349792160089,0.009951313728964527,0.09975627162722416,0.8996707958687455,547.53616157232,15.107430714861252,4607920.999999601,8.476153164050524,0.008307437731341868,0.09114514650458283,0.8265009279638018
14.png,Amritmahal,513.0689671144095,14.6870619113786,4437273.000000731,8.691123945772773,0.005360374350122035,0.07321457744276091,0.8361895565968461,676.3188821377613,17.51207452414891,4437272.999999475,8.832109697313653,0.004641767851178091,0.06813052070238486,0.7839820449668582,362.23617397233926,11.983089466178729,4437272.999999605,8.49692346364726,0.006060258896511526,0.07784766468245227,0.8842667241380879,652.2314464628873,17.12440324880626,4437272.999999513,8.813205805665667,0.004664861254051584,0.06829978956081478,0.7916763599767171
15.png,Amritmahal,836.2735834491385,20.23705419175479,4665761.000000856,8.98635204327626,0.0024538017434353942,0.04953586320470649,0.6181634669314677,946.2693595387244,21.93105586211149,4665760.99999948,9.053912160429325,0.0019399367763641693,0.04404471337588848,0.566992171159566,432.32754665509077,13.972719945439724,4665760.999999563,8.712573326314155,0.00247910750254521,0.04979063669551947,0.8026473776191361,896.5163990327962,21.294500589001146,4665760.999999447,9.036350140478659,0.002053817053260169,0.04531905838894018,0.5897503846689325
16.png,Amritmahal,662.2645823683825,11.652755905512059,4607921.000000706,7.692407869261292,0.027878241577322004,0.16696778604665632,0.8476435673956944,881.8503937007794,14.679397358794585,4607920.999999725,7.897850420628288,0.022874233934343242,0.15124230206639688,0.795892011344541,566.2257889515726,10.066324632649263,4607920.999999798,7.561140391330294,0.02812931972429065,0.16771797674754682,0.8684768776745334,900.5615971231858,14.864746729493444,4607920.999999727,7.889705476098489,0.022216832466865063,0.1490531196146698,0.7915555377455475
17.png,Amritmahal,506.7748494673472,10.513833564921846,5462271.000000951,7.871078493929123,0.009196257304472653,0.09589711833247469,0.8856336190107486,772.3487971975889,14.380324260648301,5462270.999999844,8.218185025986875,0.006790502773609213,0.08240450699815643,0.8258877672844879,511.8468751937404,10.815875131750108,5462270.999999889,7.962527775836064,0.008200502028599241,0.09055662332816546,0.8844624313335906,745.8483941967872,13.90360530721031,5462270.999999855,8.185196417801404,0.0068995096798863806,0.0830632871964888,0.8318589922976612
18.png,Amritmahal,431.89113787247254,8.92788327929612,4550561.000000768,7.821585359522837,0.010783226041654605,0.1038423133489167,0.9179225770451744,678.5064325128585,12.464923429846648,4550560.999999617,8.080477611770329,0.007724383125001801,0.0878884698069195,0.8710474966699581,414.0333405666752,8.420810341620632,4550560.99999971,7.6503924519666615,0.009746208480419013,0.0987228873180835,0.9211481683389087,624.5360375720668,11.461265422530662,4550560.999999652,7.998194526917541,0.008023952288526896,0.0895765163897709,0.8813025989294359
19.png,Amritmahal,1151.3632545931778,17.145777366064262,5592321.0000017565,8.2791676577633,0.020448843950362748,0.14299945437085676,0.8466157406729967,1370.263004526016,19.533356066711846,5592321.000000628,8.3907469627906,0.017967879982194842,0.13404432096211627,0.8173241711964682,519.7813565627007,9.83334366668722,5592321.000000441,7.774398541961125,0.025724279190511623,0.1603879022573449,0.9308615130856834,1211.2923460846814,17.891329282658138,5592321.00000066,8.326707648485748,0.020024776332021984,0.14150892668670054,0.8385200656358336
2.png,Amritmahal,1392.8612320518866,22.150532654006227,5592321.000002064,8.216036262820296,0.03500961609766375,0.1871085676757314,0.8564214474192935,1802.4407123814128,25.975680451360674,5592321.000000328,8.327801949206068,0.0336426784205797,0.18341940579060792,0.8141165633314451,1321.9355508710983,21.368435736871067,5592321.000000195,8.200952610391777,0.034609936597733426,0.18603746020017964,0.8637352288395099,1852.3609957219717,26.437968875937617,5592321.000000314,8.33825724329081,0.03367743060196324,0.18351411553873243,0.8089686399853969
20.png,Amritmahal,1091.8628068550352,16.823529411764536,5592321.000001864,8.255175790614915,0.0144950646494927,0.12039545111628056,0.8777528701241589,1204.9128433256772,18.249627999255782,5592321.000000714,8.332262041616591,0.013051325334621935,0.1142423972727373,0.8650714229430079,555.5688201376266,11.015996031991929,5592321.000000452,7.904278635725199,0.01803493558704245,0.1342942127831369,0.9377967214870233,1306.8516027032028,19.09309318618606,5592321.000000773,8.357383920902128,0.013120152069553458,0.11454323231668233,0.8536566955482129
21.png,Amritmahal,535.7959703566414,7.763053882970708,4216369.000000402,7.0357673515645365,0.021953957029790857,0.14816867762719238,0.9088253635327099,707.8330646661226,10.262167524334947,4216368.999999793,7.3232274188089574,0.018786943558447938,0.13706547179522616,0.8789357042235211,427.6141422282787,6.656860313720581,4216368.999999812,6.980119272086199,0.02346409953530346,0.15317995800790474,0.9267644342713355,729.2927955855872,10.19037138074267,4216368.9999997895,7.259553075297003,0.01879106422280567,0.1370805027084657,0.8752627533012024
22.png,Amritmahal,637.7291029797718,10.820750347382964,5592321.000000879,7.356536481177275,0.03722619919287899,0.19294092150935477,0.8506967922732128,928.5702461404856,15.395622791245675,5592320.99999995,7.675594732983672,0.029677987149078162,0.1722730017996963,0.7827534761492252,638.9115568231057,11.814960629921325,5592320.999999959,7.467652909884992,0.03500842849382093,0.18710539407997015,0.8505420883282793,998.2414749829388,16.14115878231761,5592320.999999943,7.712728505673889,0.029043569409909726,0.17042173983946335,0.7664481497407086
23.png,Amritmahal,666.6228192064252,12.730955689362114,5271001.000000889,7.369079776892789,0.03269810761843619,0.18082618067756723,0.8892347651969348,721.223990947975,13.617505735011356,5271000.999999705,7.432363403218291,0.03115439549357796,0.17650607778084573,0.880225656618654,261.20966891933637,7.110313720627325,5271000.999999815,6.959401464479765,0.03566672249361839,0.18885635412561153,0.9566206657399849,761.7114979229901,14.289866079732017,5271000.999999692,7.470293957577399,0.030627695954531728,0.17500770255772094,0.873501858431204
24.png,Amritmahal,1223.8125366681998,15.252061139416183,5592321.000001721,7.50413422888984,0.029470135879915232,0.17166868054457468,0.9072343585527998,1445.684946369896,17.664300328600206,5592321.000000713,7.61979768443854,0.027336477618419654,0.16533746586427303,0.8903305893063594,470.23271746542366,8.464659929319819,5592321.000000472,7.082800300478915,0.033879359612671606,0.18406346626278558,0.9643282271543349,1289.4554839109671,15.991381982763633,5592321.000000757,7.557136107089673,0.029284680709599584,0.17112767371059417,0.902182129383531
25.png,Amritmahal,223.99048942411574,4.293530955689609,5592321.000000908,4.655585610213323,0.10595213013570975,0.32550288806047445,0.9340858535235713,297.85226920453846,5.201205902411789,5592321.000000598,4.756207927380896,0.1037825885869392,0.3221530514940673,0.9125766176703368,122.36762973525899,3.123721247442468,5592321.000000368,4.540769892989296,0.10846329475224516,0.32933766069528875,0.9640832563427769,308.3684822369627,5.219030938061851,5592321.000000566,4.737075315708437,0.10377077292455161,0.3221347123868392,0.909489977051318
26.png,Amritmahal,642.9943646750014,10.693886058359906,5592321.000001096,6.483947643895269,0.07235104064978416,0.2689814875596166,0.9292654785322112,1093.8845092690067,16.10383470766943,5592321.000000229,6.780998477750438,0.06611510558179932,0.25712857791735116,0.8792600000679623,741.5336970673836,12.137919275838634,5592321.000000165,6.613261393956756,0.07027949189044921,0.2651027949502781,0.9182238099840998,1017.5413385826611,15.422639345278691,5592321.000000241,6.7616924450368225,0.06632828854815506,0.2575427897421224,0.8876865518157765
27.png,Amritmahal,1252.4006793268588,19.39867222479513,5592321.000002068,8.56057347780866,0.01539245792447844,0.12406634485015845,0.8457276886186833,1386.4970394940478,20.996450492900912,5592321.000000723,8.62800830579622,0.013431327396628896,0.11589360377790008,0.8290404886079236,609.5363475726813,12.047104594208896,5592321.000000487,8.111713038713741,0.01899856309167362,0.1378352752080309,0.9246096518013729,1366.4859569719029,20.774691549382936,5592321.000000762,8.615313703026825,0.014315206237515817,0.11964617101067554,0.8315109247379356
28.png,Amritmahal,828.190211517675,12.08247645514895,5592321.000001373,7.777157472314911,0.019607156869066097,0.14002555791378266,0.9243952346332869,922.5515841031537,13.398443796887413,5592321.0000006175,7.879264716758742,0.019076618586767385,0.1381181327225625,0.9156491860052257,336.13438526876075,7.363444726889411,5592321.00000047,7.43795054497265,0.02164290475427851,0.1471152770934362,0.9692665326279576,984.8819207638264,13.949965899931588,5592321.000000628,7.9050942136209486,0.018888323337586922,0.1374347966767766,0.9099501934236851
29.png,Amritmahal,1095.7435541145787,16.067840049405188,5592321.000001715,7.6132283877941616,0.03152287596001195,0.17754682751322803,0.8707495077371789,1234.427521855035,17.870667741335552,5592321.000000609,7.699886387869969,0.029214758190035554,0.17092325233869016,0.8540406416499835,440.92739785478346,9.025420050839958,5592321.000000372,7.156003953298252,0.036851251146849826,0.19196679699065103,0.9478645129581125,1175.2226424452583,17.024490048980027,5592321.000000616,7.65476729518072,0.030776533346879954,0.17543241817543287,0.8610410576783472
3.png,Amritmahal,793.3375482476433,12.631357109772908,5592321.000001263,8.230706273984584,0.014665411718368314,0.1211008328557996,0.8583965973707588,952.0129425258802,14.817487134974057,5592321.00000046,8.380309906301397,0.011779967701696517,0.1085355596184795,0.830249388903859,456.94283588566196,9.004030008059958,5592321.000000346,7.95264877926505,0.01497526920514044,0.1223734824426454,0.9181241531710022,986.6676173352322,15.15518631037235,5592321.000000456,8.39600419249727,0.011616123513570371,0.1077781216832543,0.8240656698238652
30.png,Amritmahal,499.2259224949812,8.772657094333946,5592321.000001143,7.330478391414523,0.010011230460754595,0.1000561365472133,0.9375551663335556,698.6011842023557,11.439952879905672,5592321.000000604,7.583077534192709,0.007855468734219153,0.08863108221283972,0.9122543186299075,298.0847541695025,6.580104160208259,5592321.000000443,7.165016247837456,0.010878249506203447,0.10429884709910962,0.9625357834634928,624.2063209126329,10.71441192882375,5592321.000000525,7.553474620373615,0.008189960897561452,0.09049840273486297,0.921598828785472
31.png,Amritmahal,1664.605264783066,22.823853635941447,5592321.000002176,7.52827577167106,0.0676552118040726,0.2601061548754135,0.7341500042315019,1996.6002077004202,26.22120094240149,5592321.0000007,7.6294996274951945,0.06167381706701036,0.248342137115332,0.6795285153867867,1490.7626480253089,21.41888833777641,5592321.00000062,7.453292187837236,0.07068662897713812,0.2658695713637387,0.7601975551387052,2033.356702213407,26.554296608593315,5592321.000000767,7.634036856297156,0.06108917175905639,0.24716223772869592,0.6736230985119569
32.png,Amritmahal,1177.6847923421299,16.23325613710024,5592321.000001745,7.56517989803479,0.03241061690504318,0.18002948898734114,0.8709961946446603,1242.3517422034643,17.06660363320715,5592321.000000654,7.60477447992491,0.03169905643471316,0.1780422883326126,0.8635718470587267,461.14825779650295,8.68446586893153,5592321.000000424,7.075212136204837,0.03805180501968549,0.1950687187113441,0.9493592652498818,1328.051351602698,18.0751596503192,5592321.000000643,7.658828395990711,0.029987075656301817,0.17316776737113007,0.8541607929901072
